clip,frame,time_s,visible,confidence,det_x,det_y,det_w,det_h,source,notes
d129cd72-3228-426d-9252-4e0b3e14927b,0,0.0,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,25,0.504,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,26,0.524,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,27,0.544,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,28,0.564,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,29,0.585,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,30,0.605,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,31,0.625,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,32,0.645,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,33,0.665,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,34,0.685,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,35,0.706,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,36,0.726,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,37,0.746,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,38,0.766,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,39,0.786,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,40,0.806,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,41,0.827,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,42,0.847,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,43,0.867,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,44,0.887,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,45,0.907,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,46,0.927,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,47,0.948,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,48,0.968,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,49,0.988,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,50,1.008,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,51,1.028,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,52,1.048,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,53,1.068,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,54,1.089,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,55,1.109,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,56,1.129,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,57,1.149,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,58,1.169,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,59,1.189,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,60,1.21,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,61,1.23,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,62,1.25,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,63,1.27,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,64,1.29,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,65,1.31,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,66,1.331,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,67,1.351,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,68,1.371,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,69,1.391,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,70,1.411,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,71,1.431,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,72,1.452,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,73,1.472,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,74,1.492,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,75,1.512,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,76,1.532,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,77,1.552,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,78,1.572,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,79,1.593,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,80,1.613,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,81,1.633,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,82,1.653,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,83,1.673,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,84,1.693,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,85,1.714,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,86,1.734,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,87,1.754,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,88,1.774,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,89,1.794,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,90,1.814,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,91,1.835,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,92,1.855,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,93,1.875,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,94,1.895,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,95,1.915,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,96,1.935,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,97,1.956,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,98,1.976,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,99,1.996,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,100,2.016,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,101,2.036,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,102,2.056,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,103,2.076,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,104,2.097,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,105,2.117,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,106,2.137,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,107,2.157,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,108,2.177,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,109,2.197,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,110,2.218,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,111,2.238,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,112,2.258,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,113,2.278,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,114,2.298,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,115,2.318,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,116,2.339,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,117,2.359,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,118,2.379,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,119,2.399,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,120,2.419,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,121,2.439,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,122,2.46,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,123,2.48,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,124,2.5,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,125,2.52,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,126,2.54,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,127,2.56,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,128,2.58,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,129,2.601,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,130,2.621,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,131,2.641,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,132,2.661,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,133,2.681,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,134,2.701,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,135,2.722,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,136,2.742,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,137,2.762,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,138,2.782,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,139,2.802,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,140,2.822,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,141,2.843,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,142,2.863,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,143,2.883,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,144,2.903,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,145,2.923,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,146,2.943,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,147,2.964,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,148,2.984,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,149,3.004,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,150,3.024,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,151,3.044,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
