frame,rank,track_id,x,y,w,h,score,verified_score,tube_verifier_score,eligible,passes_floor,selected,hits,misses,vx,vy,competitor_margin,cand_source,cand_area,cand_fill,cand_aspect,cand_mean_residual,cand_mean_appearance,cand_local_contrast,cand_texture,cand_line_context,cand_isolation,cand_score,cand_local_flow_score,cand_local_flow_delta_px,cand_local_flow_bg_sigma,cand_local_flow_inside_n,cand_local_flow_annulus_n,cand_local_bg_residual,cand_local_residual_ratio,cand_local_comp_score,cand_map_score,cand_attached_support,cand_native_dark_score,cand_sky_like,tube_tube_hits,tube_tube_len,tube_hit_rate,tube_miss_rate,tube_mean_score,tube_score_std,tube_mean_map_score,tube_map_hit_rate,tube_appearance_only_rate,tube_tiny_rate,tube_mean_line_context,tube_max_line_context,tube_mean_attached_support,tube_max_attached_support,tube_mean_native_dark_score,tube_max_native_dark_score,tube_mean_sky_like,tube_max_sky_like,tube_sky_hit_rate,tube_mean_texture,tube_mean_residual,tube_mean_appearance,tube_mean_area,tube_mean_pair_score,tube_positive_pair_rate,tube_mean_pair_raw,tube_positive_pair_raw_rate,tube_mean_pair_bg,tube_positive_pair_bg_rate,tube_mean_pair_bg_local,tube_positive_pair_bg_local_rate,tube_mean_align_gain,tube_positive_align_rate,tube_mean_bg_dist,tube_mean_cv_resid,tube_mean_bg_minus_cv,tube_mean_cand_density,tube_log_cand_density,tube_mean_speed,tube_max_speed,tube_mean_accel,tube_max_accel,learned_score,fold
631,12,8632,27,97,3,3,17.24128,10.449643,-6.791637,1,1,0,9,0,-2.3203,-0.976063,0.561255,appearance,9,1.0,1.0,3.11,42.56,47.51,79.44,1.244,0.67,2.333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.935,0.0,0.0,9.0,9.0,1.0,0.0,3.615889,0.868689,31.185556,0.666667,0.333333,0.333333,1.022667,1.244,8.703667,15.897,0.0,0.0,0.0,0.0,0.0,69.395556,2.885556,25.161111,133.666667,-0.016569,0.0,-0.016569,0.0,-0.031864,0.0,-0.029252,0.0,0.014352,0.111111,1.340886,2.299891,-0.959006,14.777778,2.758602,1.910768,7.615773,2.299891,7.84403,0.7798381372646894,0
631,13,6609,57,146,14,14,6.575195,9.888388,3.313194,1,1,0,8,1,-1.209511,5.575324,3.888461,large_dark,196,1.0,1.0,0.0,1.72,22.76,79.05,0.417,0.0,3.748,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41.071,2.774,0.0,0.0,8.0,9.0,0.888889,0.111111,5.181875,0.550295,58.311625,1.0,0.0,0.0,0.460875,0.524,2.987,3.393,0.0,0.0,0.0,0.0,0.0,77.805,4.48875,7.0325,196.0,-0.026319,0.0,-0.026319,0.0,-0.000828,0.0,-0.002223,0.0,-0.101321,0.0,2.136178,2.528098,-0.39192,14.777778,2.758602,3.084338,15.811388,2.528098,15.628249,3.3971428231310395e-06,0
631,14,9299,10,126,12,12,2.941675,5.999927,3.058252,0,0,0,2,0,0.7,0.0,1.705213,map,144,1.0,1.0,10.47,8.77,16.89,73.85,0.753,0.0,2.98,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.489,3.046,0.0,0.0,2.0,3.0,0.666667,0.333333,3.3035,0.3235,2.826,1.0,0.0,0.0,0.737,0.753,2.4875,3.046,0.0,0.0,0.0,0.0,0.0,74.985,11.855,8.64,144.0,0.220242,0.333333,0.220242,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,-0.666667,21.0,3.091042,0.666667,2.0,0.666667,2.0,0.0004631342610599733,0
631,15,9328,42,152,5,5,1.482064,4.294714,2.81265,0,0,0,1,0,0.0,0.0,0.307514,map,25,1.0,1.0,19.32,16.88,24.07,62.52,0.202,0.0,3.529,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.359,2.706,0.0,0.0,1.0,1.0,1.0,0.0,3.529,0.0,2.359,1.0,0.0,0.0,0.202,0.202,2.706,2.706,0.0,0.0,0.0,0.0,0.0,62.52,19.32,16.88,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0027236290178043283,0
631,16,9332,32,180,5,5,1.2263,3.9872,2.7609,0,0,0,1,0,0.0,0.0,0.18391,map,25,1.0,1.0,25.0,21.08,25.2,59.25,0.48,0.0,3.363,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.062,2.281,0.0,0.0,1.0,1.0,1.0,0.0,3.363,0.0,2.062,1.0,0.0,0.0,0.48,0.48,2.281,2.281,0.0,0.0,0.0,0.0,0.0,59.25,25.0,21.08,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.03148718389227994,0
631,17,9335,14,152,7,7,0.98029,3.80329,2.823,0,0,0,1,0,0.0,0.0,0.007894,map,49,1.0,1.0,24.96,14.16,13.6,62.66,0.407,0.0,3.077,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.054,2.2,0.0,0.0,1.0,1.0,1.0,0.0,3.077,0.0,2.054,1.0,0.0,0.0,0.407,0.407,2.2,2.2,0.0,0.0,0.0,0.0,0.0,62.66,24.96,14.16,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.004537641435574919,0
631,18,9329,95,128,14,14,1.272696,3.795396,2.5227,0,0,0,1,0,0.0,0.0,0.243373,large_dark,196,1.0,1.0,7.18,5.12,22.92,72.04,0.685,0.0,3.487,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36.862,3.132,0.0,0.0,1.0,1.0,1.0,0.0,3.487,0.0,36.862,1.0,0.0,0.0,0.685,0.685,3.132,3.132,0.0,0.0,0.0,0.0,0.0,72.04,7.18,5.12,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.00019355028972300377,0
631,19,9302,12,108,14,14,2.59789,3.552023,0.954133,0,0,0,2,1,0.0,0.0,0.374474,large_dark,196,1.0,1.0,0.07,3.79,11.21,68.55,0.978,0.0,3.167,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.758,4.96,0.0,0.0,2.0,3.0,0.666667,0.333333,3.254,0.087,35.7475,1.0,0.0,0.0,0.978,0.978,4.96,4.96,0.0,0.0,0.0,0.0,0.0,68.55,9.975,3.79,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.091042,0.0,0.0,0.0,0.0,0.0005165964211584137,0
631,20,9336,4,218,5,5,0.799599,3.177549,2.37795,0,0,0,1,0,0.0,0.0,0.04245,map,25,1.0,1.0,35.28,13.84,16.68,56.09,0.86,0.0,3.053,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.971,2.35,0.0,0.0,1.0,1.0,1.0,0.0,3.053,0.0,1.971,1.0,0.0,0.0,0.86,0.86,2.35,2.35,0.0,0.0,0.0,0.0,0.0,56.09,35.28,13.84,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.02587909942654974,0
631,21,9333,40,196,5,5,0.962249,3.135099,2.17285,0,0,0,1,0,0.0,0.0,0.078683,map,25,1.0,1.0,25.2,17.68,22.4,53.34,0.915,0.0,3.245,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.164,2.773,0.0,0.0,1.0,1.0,1.0,0.0,3.245,0.0,2.164,1.0,0.0,0.0,0.915,0.915,2.773,2.773,0.0,0.0,0.0,0.0,0.0,53.34,25.2,17.68,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.08295250192151639,0
631,22,9337,16,190,5,5,0.744916,3.056416,2.3115,0,0,0,1,0,0.0,0.0,0.379802,map,25,1.0,1.0,24.04,19.08,25.9,57.52,0.848,0.0,2.991,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.808,2.406,0.0,0.0,1.0,1.0,1.0,0.0,2.991,0.0,1.808,1.0,0.0,0.0,0.848,0.848,2.406,2.406,0.0,0.0,0.0,0.0,0.0,57.52,24.04,19.08,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.04462560092656465,0
631,23,9343,105,148,12,12,0.256613,2.676613,2.42,0,0,0,1,0,0.0,0.0,0.093696,map,144,1.0,1.0,11.19,8.48,13.06,75.49,0.724,0.0,2.431,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.908,2.48,0.0,0.0,1.0,1.0,1.0,0.0,2.431,0.0,1.908,1.0,0.0,0.0,0.724,0.724,2.48,2.48,0.0,0.0,0.0,0.0,0.0,75.49,11.19,8.48,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0003618337778365818,0
631,24,9339,88,182,5,5,0.649817,2.582917,1.9331,0,0,0,1,0,0.0,0.0,0.046345,map,25,1.0,1.0,29.2,14.0,17.74,68.01,0.941,0.0,2.926,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.91,2.93,0.0,0.0,1.0,1.0,1.0,0.0,2.926,0.0,1.91,1.0,0.0,0.0,0.941,0.941,2.93,2.93,0.0,0.0,0.0,0.0,0.0,68.01,29.2,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.006656879911885176,0
631,25,9342,43,216,12,12,0.252222,2.536572,2.28435,0,0,0,1,0,0.0,0.0,0.256042,map,144,1.0,1.0,21.74,10.78,6.2,53.72,0.946,0.0,2.509,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.935,2.142,0.0,0.0,1.0,1.0,1.0,0.0,2.509,0.0,1.935,1.0,0.0,0.0,0.946,0.946,2.142,2.142,0.0,0.0,0.0,0.0,0.0,53.72,21.74,10.78,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.03572642009289463,0
631,26,9346,102,119,12,12,0.09908,2.28053,2.18145,0,0,0,1,0,0.0,0.0,0.008324,map,144,1.0,1.0,8.24,5.73,18.64,68.18,0.881,0.0,2.324,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.884,2.613,0.0,0.0,1.0,1.0,1.0,0.0,2.324,0.0,1.884,1.0,0.0,0.0,0.881,0.881,2.613,2.613,0.0,0.0,0.0,0.0,0.0,68.18,8.24,5.73,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0003270521716051911,0
631,27,9347,93,205,12,12,0.054456,2.272206,2.21775,0,0,0,1,0,0.0,0.0,0.42223,map,144,1.0,1.0,22.95,4.01,9.15,47.49,0.984,0.0,2.315,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.863,2.105,0.0,0.0,1.0,1.0,1.0,0.0,2.315,0.0,1.863,1.0,0.0,0.0,0.984,0.984,2.105,2.105,0.0,0.0,0.0,0.0,0.0,47.49,22.95,4.01,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0069970132868223695,0
631,28,9330,96,216,7,7,1.193376,1.849976,0.6566,0,0,0,1,0,0.0,0.0,0.808535,map,49,1.0,1.0,32.31,19.8,25.24,47.87,0.863,0.0,3.469,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.267,5.249,0.0,0.0,1.0,1.0,1.0,0.0,3.469,0.0,2.267,1.0,0.0,0.0,0.863,0.863,5.249,5.249,0.0,0.0,0.0,0.0,0.0,47.87,32.31,19.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.2468314529679992,0
631,29,9351,28,166,4,2,-0.12801,1.04144,1.16945,0,0,0,1,0,0.0,0.0,0.126183,motion,7,0.875,2.0,58.12,0.0,40.18,74.43,0.272,0.71,1.86,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.447,0.0,0.0,1.0,1.0,1.0,0.0,1.86,0.0,0.0,0.0,0.0,1.0,0.272,0.272,2.447,2.447,0.0,0.0,0.0,0.0,0.0,74.43,58.12,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,7.461184017455832e-07,0
631,30,9303,106,71,12,12,-1.663159,0.915258,2.578417,0,0,0,1,2,0.0,0.0,0.102343,map,144,1.0,1.0,7.26,3.76,4.74,26.55,0.487,0.0,2.639,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.189,0.863,0.0,0.016,1.0,3.0,0.333333,0.666667,2.639,0.0,2.189,1.0,0.0,0.0,0.487,0.487,0.863,0.863,0.0,0.0,0.016,0.016,0.0,26.55,7.26,3.76,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.091042,0.0,0.0,0.0,0.0,0.007914265630232144,0
631,31,9340,76,154,5,5,0.508364,0.812914,0.30455,0,0,0,1,0,0.0,0.0,0.444389,map,25,1.0,1.0,23.72,11.4,2.26,81.33,0.768,0.0,2.713,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.909,5.603,0.0,0.0,1.0,1.0,1.0,0.0,2.713,0.0,1.909,1.0,0.0,0.0,0.768,0.768,5.603,5.603,0.0,0.0,0.0,0.0,0.0,81.33,23.72,11.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0012246493225298242,0
631,32,9353,9,185,3,4,-0.400375,0.368525,0.7689,0,0,0,1,0,0.0,0.0,0.409332,motion,5,0.417,1.333,50.08,0.0,32.01,57.55,0.829,0.0,1.779,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.727,0.0,0.0,1.0,1.0,1.0,0.0,1.779,0.0,0.0,0.0,0.0,1.0,0.829,0.829,1.727,1.727,0.0,0.0,0.0,0.0,0.0,57.55,50.08,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.00017041417644609257,0
631,33,8632,21,95,3,3,2.809961,-0.040807,-2.850768,0,0,0,6,2,-2.255026,-0.9975,0.417143,appearance,9,1.0,1.0,5.11,42.44,47.01,79.07,1.25,0.67,2.37,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.884,0.0,0.0,6.0,9.0,0.666667,0.333333,3.631,0.861815,31.334667,0.666667,0.333333,0.333333,1.074,1.25,6.5445,9.991,0.0,0.0,0.0,0.0,0.0,67.94,2.586667,24.591667,134.5,-0.093743,0.0,-0.093743,0.0,-0.085586,0.0,-0.072813,0.111111,0.01809,0.111111,1.488842,1.963962,-0.47512,14.777778,2.758602,2.254496,8.276473,1.963962,8.940601,0.22883607319825042,0
631,34,9350,6,171,4,3,-0.093,-0.45795,-0.36495,0,0,0,1,0,0.0,0.0,1.785464,motion,5,0.417,1.333,40.92,12.58,14.46,60.27,0.635,0.0,2.031,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.413,0.0,0.0,1.0,1.0,1.0,0.0,2.031,0.0,0.0,0.0,0.0,1.0,0.635,0.635,4.413,4.413,0.0,0.0,0.0,0.0,0.0,60.27,40.92,12.58,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.021343818670904055,0
631,35,9341,122,154,7,7,0.298436,-2.243414,-2.54185,0,0,0,1,0,0.0,0.0,0.068815,map,49,1.0,1.0,11.24,4.84,2.55,63.67,0.82,0.0,2.511,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.053,8.207,0.0,0.0,1.0,1.0,1.0,0.0,2.511,0.0,2.053,1.0,0.0,0.0,0.82,0.82,8.207,8.207,0.0,0.0,0.0,0.0,0.0,63.67,11.24,4.84,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.0014391690606735516,0
631,36,9307,11,111,2,2,-2.518896,-2.312229,0.206667,0,0,0,1,2,0.0,0.0,0.838243,motion,3,0.75,1.0,50.25,22.5,28.32,103.58,0.988,2.67,1.923,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.632,0.0,0.0,1.0,3.0,0.333333,0.666667,1.923,0.0,0.0,0.0,0.0,1.0,0.988,0.988,1.632,1.632,0.0,0.0,0.0,0.0,0.0,103.58,50.25,22.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.091042,0.0,0.0,0.0,0.0,0.0004042754770552797,0
631,37,9334,96,198,7,7,0.813178,-3.150472,-3.96365,0,0,0,1,0,0.0,0.0,0.435614,map,49,1.0,1.0,29.9,15.86,17.21,61.06,0.961,0.0,3.105,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.099,9.403,0.0,0.0,1.0,1.0,1.0,0.0,3.105,0.0,2.099,1.0,0.0,0.0,0.961,0.961,9.403,9.403,0.0,0.0,0.0,0.0,0.0,61.06,29.9,15.86,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.583519,0.0,0.0,0.0,0.0,0.045254970906778436,0
