clip,frame,det_x,det_y,det_w,det_h,visible,confidence,bg_split,source,oracle_hit,strict_hit,selected_dist_px,oracle_rank,oracle_source,vision_confidence,review_rank,notes
1c1258a1-d0f6-433e-9466-dbc1705fa263,170,169.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,171,170.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,2.121,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,172,169.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,173,170.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,174,171.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,1.803,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,175,171.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,176,172.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,1.803,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,177,172.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,178,172.0,71.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,180,173.0,69.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,182,174.0,67.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,183,175.0,67.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,184,176.0,66.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,2.5,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,185,176.0,68.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,186,184.0,80.0,3.0,3.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,7.159,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,187,176.0,69.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,188,177.0,70.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,189,177.0,70.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,1.581,2,map,,,
