clip,frame,y,dist_px,rank,source,confidence
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,197.596,67,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,112.515,68,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,41.712,69,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,51.759,70,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,93.581,71,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,119.543,72,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,114.865,73,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,94.685,74,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,113.22,75,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,104.285,76,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,110.244,77,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,74.468,78,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,109.717,79,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,25,0,91.861,80,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,1,1.471,1,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,101.942,2,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,104.094,3,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,1,2.109,5,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,1,4.425,6,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,91.08,7,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,135.974,8,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,98.735,9,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,99.372,10,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,125.417,11,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,112.096,12,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,88.101,13,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,107.562,14,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,108.671,15,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,112.867,16,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,104.067,17,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,119.298,18,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,167.534,19,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,115.683,20,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,128.669,21,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,123.815,22,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,118.018,23,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,101.996,24,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,89.027,25,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,126.548,26,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,108.949,27,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,121.448,28,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,117.227,29,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,104.813,30,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,126.678,31,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,84.737,32,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,55.42,33,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,100.809,34,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,135.266,35,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,151.997,36,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,94.979,37,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,120.616,38,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,123.035,39,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,146.75,40,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,113.345,41,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,126.199,42,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,156.373,43,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,69.977,44,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,82.296,45,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,101.471,46,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,108.113,47,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,148.057,48,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,79.701,49,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,90.22,50,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,89.045,51,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,73.007,52,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,107.747,53,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,55.659,54,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,60.79,55,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,56.842,56,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,116.894,57,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,135.24,58,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,135.879,59,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,82.622,60,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,127.243,61,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,113.819,62,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,73.208,63,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,132.005,64,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,115.634,65,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,102.178,66,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,74.733,67,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,121.97,68,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,177.575,69,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,117.854,70,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,112.856,71,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,162.902,72,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,103.297,73,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,170.723,74,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,86.121,75,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,188.25,76,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,127.174,77,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,174.46,78,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,118.23,79,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,26,0,123.265,80,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,1,2.798,1,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,1,2.223,2,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,102.014,3,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,1,3.806,5,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,104.347,6,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,1,5.478,7,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,98.341,8,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,92.465,9,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,136.462,10,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,126.304,11,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,110.557,12,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,99.0,13,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,89.433,14,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,107.985,15,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,113.329,16,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,109.142,17,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,104.01,18,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,120.153,19,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,168.724,20,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,128.542,21,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,116.448,22,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,124.979,23,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,117.477,24,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,123.769,25,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,101.792,26,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,87.722,27,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,108.538,28,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,127.76,29,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,116.294,30,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,105.733,31,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,127.504,32,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,85.533,33,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,100.932,34,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,136.416,35,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,153.181,36,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,95.88,37,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,121.261,38,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,122.305,39,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,147.888,40,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,127.448,41,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,114.03,42,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,157.536,43,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,70.555,44,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,82.986,45,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,108.386,46,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,149.348,47,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,81.005,48,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,91.25,49,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,87.925,50,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,72.927,51,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,108.586,52,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,57.772,53,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,60.485,54,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,56.893,55,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,118.194,56,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,136.602,57,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,83.961,58,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,128.611,59,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,135.435,60,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,114.696,61,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,72.841,62,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,133.34,63,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,116.983,64,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,102.827,65,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,76.06,66,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,177.812,67,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,121.436,68,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,119.227,69,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,112.775,70,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,163.011,71,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,103.894,72,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,170.76,73,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,188.746,74,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,128.091,75,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,174.883,76,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,119.148,77,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,122.481,78,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,90.498,79,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,27,0,116.493,80,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,1,0.514,1,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,1,2.697,2,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,1,4.398,3,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,103.435,5,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,101.619,6,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,126.303,8,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,59.362,9,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,106.857,10,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,142.225,11,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,140.124,12,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,107.377,13,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,199.087,14,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,138.901,15,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,116.539,16,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,79.352,17,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,111.118,18,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,123.655,19,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,62.234,20,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,113.577,21,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,150.339,22,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,42.29,23,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,79.332,24,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,101.557,25,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,146.41,26,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,108.006,27,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,117.354,28,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,108.16,29,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,75.058,30,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,104.138,31,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,144.444,32,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,144.599,33,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,85.96,34,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,123.743,35,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,119.522,36,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,135.016,37,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,104.504,38,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,114.464,39,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,139.825,40,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,112.357,41,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,106.447,42,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,124.31,43,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,133.157,44,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,41.616,45,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,115.127,46,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,119.707,47,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,111.981,48,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,123.883,49,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,98.022,50,appearance,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,106.813,51,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,116.101,52,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,117.158,53,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,97.935,54,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,117.305,55,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,93.835,56,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,136.931,57,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,127.186,58,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,109.042,59,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,98.636,60,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,90.75,61,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,108.395,62,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,113.826,63,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,116.495,64,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,109.597,65,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,113.46,66,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,103.96,67,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,121.001,68,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,169.9,69,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,117.21,70,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,126.13,71,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,116.963,72,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,86.434,73,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,128.959,74,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,106.647,75,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,128.325,76,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,107.628,77,motion,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,86.329,78,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,101.067,79,map,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,28,0,96.185,80,motion,medium_high
1c1258a1-d0f6-433e-9466-dbc1705fa263,29,1,3.567,1,appearance,medium_high
