clip,frame,selected,rank,learned_score,threshold,human_label,x,y,w,h,verified_score,source
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,545,1,,1.0,0,vision_assisted,71.99,90.18,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,546,1,,1.0,0,vision_assisted,71.53,89.64,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,547,1,,1.0,0,vision_assisted,71.57,89.11,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,548,1,,1.0,0,vision_assisted,71.61,89.07,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,549,1,,1.0,0,vision_assisted,71.65,88.54,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,550,1,,1.0,0,vision_assisted,71.7,88.5,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,551,1,,1.0,0,vision_assisted,71.24,87.97,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,552,1,,1.0,0,vision_assisted,71.28,87.93,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,553,1,,1.0,0,vision_assisted,71.32,87.9,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,554,1,,1.0,0,vision_assisted,71.36,87.36,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,555,1,,1.0,0,vision_assisted,71.41,87.33,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,556,1,,1.0,0,vision_assisted,71.45,87.29,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,557,1,,1.0,0,vision_assisted,70.99,86.76,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,558,1,,1.0,0,vision_assisted,71.03,86.72,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,559,1,,1.0,0,vision_assisted,71.07,86.69,21.0,21.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,560,1,,1.0,0,vision_assisted,72.62,88.15,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,561,1,,1.0,0,vision_assisted,72.66,88.12,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,562,1,,1.0,0,vision_assisted,72.7,87.58,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,563,1,,1.0,0,vision_assisted,72.74,87.55,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,564,1,,1.0,0,vision_assisted,72.78,87.51,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,565,1,,1.0,0,vision_assisted,72.83,87.48,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,566,1,,1.0,0,vision_assisted,72.87,87.44,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,567,1,,1.0,0,vision_assisted,72.91,87.41,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,568,1,,1.0,0,vision_assisted,72.95,87.37,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,569,1,,1.0,0,vision_assisted,72.99,87.34,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,570,1,,1.0,0,vision_assisted,73.03,87.3,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,571,1,,1.0,0,vision_assisted,72.58,87.27,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,572,1,,1.0,0,vision_assisted,72.62,87.23,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,573,1,,1.0,0,vision_assisted,72.66,87.2,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,574,1,,1.0,0,vision_assisted,72.7,87.16,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,575,1,,1.0,0,vision_assisted,72.74,87.13,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,576,1,,1.0,0,vision_assisted,72.79,87.09,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,577,1,,1.0,0,vision_assisted,72.83,87.06,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,578,1,,1.0,0,vision_assisted,72.87,87.02,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,579,1,,1.0,0,vision_assisted,72.41,86.99,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,580,1,,1.0,0,vision_assisted,72.45,86.95,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,581,1,,1.0,0,vision_assisted,72.5,86.92,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,582,1,,1.0,0,vision_assisted,72.54,86.88,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,583,1,,1.0,0,vision_assisted,72.58,86.85,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,584,1,,1.0,0,vision_assisted,72.12,87.31,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,585,1,,1.0,0,vision_assisted,72.16,87.28,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,586,1,,1.0,0,vision_assisted,72.21,87.24,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,587,1,,1.0,0,vision_assisted,71.75,87.21,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,588,1,,1.0,0,vision_assisted,71.79,87.17,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,589,1,,1.0,0,vision_assisted,71.83,87.14,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,590,1,,1.0,0,vision_assisted,71.87,87.1,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,591,1,,1.0,0,vision_assisted,71.42,87.07,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,592,1,,1.0,0,vision_assisted,71.46,87.03,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,593,1,,1.0,0,vision_assisted,71.5,87.0,18.0,18.0,,vision_assisted_pre594_video_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,594,1,2.0,23.247746,0,vision_assisted,74.0,90.0,12.0,12.0,23.247746,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,595,1,3.0,18.903111,0,vision_assisted,75.0,89.0,12.0,12.0,18.903111,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,596,1,1.0,24.011568,0,vision_assisted,71.0,90.0,12.0,12.0,24.011568,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,597,1,1.0,29.878256,0,vision_assisted,73.0,90.0,12.0,12.0,29.878256,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,598,1,2.0,23.915795,0,vision_assisted,74.0,90.0,12.0,12.0,23.915795,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,599,1,1.0,30.84518,0,vision_assisted,71.0,90.0,12.0,12.0,30.84518,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,600,1,2.0,25.816089,0,vision_assisted,71.0,89.0,12.0,12.0,25.816089,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,601,1,2.0,27.222286,0,vision_assisted,72.0,90.0,12.0,12.0,27.222286,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,602,1,4.0,24.861055,0,vision_assisted,72.0,89.0,12.0,12.0,24.861055,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,603,1,2.0,21.014056,0,vision_assisted,76.5,88.5,12.0,12.0,21.014056,vision_verified_next_batch_v1;box_expanded_for_demo_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,604,1,1.0,20.622078,0,vision_assisted,68.5,92.5,12.0,12.0,20.622078,vision_verified_next_batch_v1;box_expanded_for_demo_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,605,1,3.0,10.843561,0,vision_assisted,72.0,89.0,12.0,12.0,10.843561,vision_verified_next_batch_v1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,606,1,,0.75,0,vision_assisted_gapfill,71.70588235294117,88.82352941176471,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,607,1,,0.75,0,vision_assisted_gapfill,71.41176470588235,88.64705882352942,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,608,1,,0.75,0,vision_assisted_gapfill,71.11764705882352,88.47058823529412,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,609,1,,0.75,0,vision_assisted_gapfill,70.8235294117647,88.29411764705881,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,610,1,,0.75,0,vision_assisted_gapfill,70.52941176470588,88.11764705882354,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,611,1,,0.75,0,vision_assisted_gapfill,70.23529411764704,87.94117647058823,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,612,1,,0.75,0,vision_assisted_gapfill,69.94117647058823,87.76470588235293,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,613,1,,0.75,0,vision_assisted_gapfill,69.6470588235294,87.58823529411765,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,614,1,,0.75,0,vision_assisted_gapfill,69.35294117647058,87.41176470588235,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,615,1,,0.75,0,vision_assisted_gapfill,69.05882352941177,87.23529411764707,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,616,1,,0.75,0,vision_assisted_gapfill,68.76470588235294,87.05882352941177,12.0,12.0,,vision_gapfill_f606_621_from_visible_contact_sheet_v2
