clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,det_x,det_y,det_w,det_h,visible
1c1258a1-d0f6-433e-9466-dbc1705fa263,59,map,350.0,146.0,24.0,24.0,362.0,158.0,175.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,175.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,60,map,346.0,144.0,24.0,24.0,358.0,156.0,173.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,173.0,72.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,61,map,336.0,142.0,24.0,24.0,348.0,154.0,168.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,168.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,62,map,336.0,142.0,24.0,24.0,348.0,154.0,168.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,168.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,63,map,332.0,142.0,24.0,24.0,344.0,154.0,166.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,64,map,332.0,142.0,24.0,24.0,344.0,154.0,166.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,65,map,330.0,144.0,24.0,24.0,342.0,156.0,165.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,165.0,72.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,66,map,322.0,146.0,24.0,24.0,334.0,158.0,161.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,67,map,324.0,146.0,24.0,24.0,336.0,158.0,162.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,68,map,324.0,148.0,24.0,24.0,336.0,160.0,162.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,69,map,326.0,148.0,24.0,24.0,338.0,160.0,163.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,163.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,70,map,320.0,146.0,24.0,24.0,332.0,158.0,160.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,160.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,71,map,314.0,148.0,24.0,24.0,326.0,160.0,157.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,157.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,72,map,310.0,148.0,24.0,24.0,322.0,160.0,155.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,155.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,73,map,310.0,146.0,24.0,24.0,322.0,158.0,155.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,155.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,74,map,302.0,162.0,6.0,6.0,305.0,165.0,151.0,81.0,3.0,3.0,high,target_1c_measured_anchor,,,,151.0,81.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,75,map,308.0,144.0,24.0,24.0,320.0,156.0,154.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,72.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,76,map,308.0,138.0,24.0,24.0,320.0,150.0,154.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,77,map,306.0,136.0,24.0,24.0,318.0,148.0,153.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,153.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,78,map,302.0,140.0,24.0,24.0,314.0,152.0,151.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,151.0,70.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,79,appearance,310.0,140.0,12.0,24.0,316.0,152.0,155.0,70.0,6.0,12.0,high,target_1c_measured_anchor,,,,155.0,70.0,6.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,80,map,300.0,138.0,24.0,24.0,312.0,150.0,150.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,150.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,81,map,296.0,140.0,24.0,24.0,308.0,152.0,148.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,148.0,70.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,82,map,284.0,158.0,6.0,6.0,287.0,161.0,142.0,79.0,3.0,3.0,high,target_1c_measured_anchor,,,,142.0,79.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,83,map,290.0,142.0,24.0,24.0,302.0,154.0,145.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,145.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,84,map,286.0,142.0,24.0,24.0,298.0,154.0,143.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,143.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,85,map,286.0,140.0,24.0,24.0,298.0,152.0,143.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,143.0,70.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,86,map,280.0,138.0,24.0,24.0,292.0,150.0,140.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,140.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,87,map,268.0,158.0,6.0,6.0,271.0,161.0,134.0,79.0,3.0,3.0,high,target_1c_measured_anchor,,,,134.0,79.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,88,map,272.0,138.0,24.0,24.0,284.0,150.0,136.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,136.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,89,map,268.0,138.0,24.0,24.0,280.0,150.0,134.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,134.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,map,268.0,136.0,24.0,24.0,280.0,148.0,134.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,134.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,91,map,264.0,136.0,24.0,24.0,276.0,148.0,132.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,132.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,92,map,260.0,136.0,24.0,24.0,272.0,148.0,130.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,130.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,93,map,256.0,136.0,24.0,24.0,268.0,148.0,128.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,128.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,94,map,248.0,154.0,6.0,6.0,251.0,157.0,124.0,77.0,3.0,3.0,high,target_1c_measured_anchor,,,,124.0,77.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,95,map,252.0,152.0,6.0,6.0,255.0,155.0,126.0,76.0,3.0,3.0,high,target_1c_measured_anchor,,,,126.0,76.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,96,vision_dense_recovery,253.0,151.9,6.82,6.82,256.41,155.31,126.5,75.95,3.41,3.41,medium_high,target_1c_interpolated_gap,,,,126.5,75.95,3.41,3.41,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,97,vision_dense_recovery,254.0,151.82,7.64,7.64,257.82,155.64,127.0,75.91,3.82,3.82,medium_high,target_1c_interpolated_gap,,,,127.0,75.91,3.82,3.82,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,98,vision_dense_recovery,255.0,151.72,8.46,8.46,259.23,155.95,127.5,75.86,4.23,4.23,medium_high,target_1c_interpolated_gap,,,,127.5,75.86,4.23,4.23,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,99,vision_dense_recovery,256.0,151.64,9.28,9.28,260.64,156.28,128.0,75.82,4.64,4.64,medium_high,target_1c_interpolated_gap,,,,128.0,75.82,4.64,4.64,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,100,vision_dense_recovery,257.0,151.54,10.1,10.1,262.05,156.59,128.5,75.77,5.05,5.05,medium_high,target_1c_interpolated_gap,,,,128.5,75.77,5.05,5.05,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,101,vision_dense_recovery,258.0,151.46,10.9,10.9,263.45,156.91,129.0,75.73,5.45,5.45,medium_high,target_1c_interpolated_gap,,,,129.0,75.73,5.45,5.45,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,102,vision_dense_recovery,259.0,151.36,11.72,11.72,264.86,157.22,129.5,75.68,5.86,5.86,medium_high,target_1c_interpolated_gap,,,,129.5,75.68,5.86,5.86,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,103,vision_dense_recovery,260.0,151.28,12.54,12.54,266.27,157.55,130.0,75.64,6.27,6.27,medium_high,target_1c_interpolated_gap,,,,130.0,75.64,6.27,6.27,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,104,vision_dense_recovery,261.0,151.18,13.36,13.36,267.68,157.86,130.5,75.59,6.68,6.68,medium_high,target_1c_interpolated_gap,,,,130.5,75.59,6.68,6.68,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,105,vision_dense_recovery,262.0,151.1,14.18,14.18,269.09,158.19,131.0,75.55,7.09,7.09,medium_high,target_1c_interpolated_gap,,,,131.0,75.55,7.09,7.09,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,106,vision_dense_recovery,263.0,151.0,15.0,15.0,270.5,158.5,131.5,75.5,7.5,7.5,medium_high,target_1c_interpolated_gap,,,,131.5,75.5,7.5,7.5,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,107,vision_dense_recovery,264.0,150.9,15.82,15.82,271.91,158.81,132.0,75.45,7.91,7.91,medium_high,target_1c_interpolated_gap,,,,132.0,75.45,7.91,7.91,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,108,vision_dense_recovery,265.0,150.82,16.64,16.64,273.32,159.14,132.5,75.41,8.32,8.32,medium_high,target_1c_interpolated_gap,,,,132.5,75.41,8.32,8.32,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,109,vision_dense_recovery,266.0,150.72,17.46,17.46,274.73,159.45,133.0,75.36,8.73,8.73,medium_high,target_1c_interpolated_gap,,,,133.0,75.36,8.73,8.73,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,110,vision_dense_recovery,267.0,150.64,18.28,18.28,276.14,159.78,133.5,75.32,9.14,9.14,medium_high,target_1c_interpolated_gap,,,,133.5,75.32,9.14,9.14,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,111,vision_dense_recovery,268.0,150.54,19.1,19.1,277.55,160.09,134.0,75.27,9.55,9.55,medium_high,target_1c_interpolated_gap,,,,134.0,75.27,9.55,9.55,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,112,vision_dense_recovery,269.0,150.46,19.9,19.9,278.95,160.41,134.5,75.23,9.95,9.95,medium_high,target_1c_interpolated_gap,,,,134.5,75.23,9.95,9.95,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,113,vision_dense_recovery,270.0,150.36,20.72,20.72,280.36,160.72,135.0,75.18,10.36,10.36,medium_high,target_1c_interpolated_gap,,,,135.0,75.18,10.36,10.36,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,114,vision_dense_recovery,271.0,150.28,21.54,21.54,281.77,161.05,135.5,75.14,10.77,10.77,medium_high,target_1c_interpolated_gap,,,,135.5,75.14,10.77,10.77,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,115,vision_dense_recovery,272.0,150.18,22.36,22.36,283.18,161.36,136.0,75.09,11.18,11.18,medium_high,target_1c_interpolated_gap,,,,136.0,75.09,11.18,11.18,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,116,vision_dense_recovery,273.0,150.1,23.18,23.18,284.59,161.69,136.5,75.05,11.59,11.59,medium_high,target_1c_interpolated_gap,,,,136.5,75.05,11.59,11.59,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,117,map,274.0,150.0,24.0,24.0,286.0,162.0,137.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,137.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,118,map,272.0,150.0,24.0,24.0,284.0,162.0,136.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,136.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,119,appearance,282.0,158.0,6.0,10.0,285.0,163.0,141.0,79.0,3.0,5.0,high,target_1c_measured_anchor,,,,141.0,79.0,3.0,5.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,120,map,274.0,150.0,24.0,24.0,286.0,162.0,137.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,137.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,121,map,276.0,150.0,24.0,24.0,288.0,162.0,138.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,138.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,122,map,278.0,150.0,24.0,24.0,290.0,162.0,139.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,139.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,123,map,278.0,150.0,24.0,24.0,290.0,162.0,139.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,139.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,124,map,274.0,154.0,6.0,6.0,277.0,157.0,137.0,77.0,3.0,3.0,high,target_1c_measured_anchor,,,,137.0,77.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,125,map,276.0,152.0,24.0,24.0,288.0,164.0,138.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,138.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,126,map,276.0,152.0,24.0,24.0,288.0,164.0,138.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,138.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,127,map,280.0,152.0,24.0,24.0,292.0,164.0,140.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,140.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,128,map,280.0,152.0,24.0,24.0,292.0,164.0,140.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,140.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,129,map,280.0,152.0,24.0,24.0,292.0,164.0,140.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,140.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,130,map,286.0,154.0,24.0,24.0,298.0,166.0,143.0,77.0,12.0,12.0,high,target_1c_measured_anchor,,,,143.0,77.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,131,appearance,294.0,160.0,6.0,10.0,297.0,165.0,147.0,80.0,3.0,5.0,high,target_1c_measured_anchor,,,,147.0,80.0,3.0,5.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,132,map,292.0,152.0,24.0,24.0,304.0,164.0,146.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,146.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,133,map,296.0,152.0,24.0,24.0,308.0,164.0,148.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,148.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,134,map,300.0,152.0,24.0,24.0,312.0,164.0,150.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,150.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,135,map,298.0,150.0,24.0,24.0,310.0,162.0,149.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,149.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,136,map,300.0,150.0,24.0,24.0,312.0,162.0,150.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,150.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,137,map,304.0,150.0,24.0,24.0,316.0,162.0,152.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,152.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,138,map,306.0,150.0,24.0,24.0,318.0,162.0,153.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,153.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,139,map,308.0,150.0,24.0,24.0,320.0,162.0,154.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,140,map,306.0,150.0,24.0,24.0,318.0,162.0,153.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,153.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,141,map,308.0,150.0,24.0,24.0,320.0,162.0,154.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,142,map,312.0,152.0,24.0,24.0,324.0,164.0,156.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,156.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,143,map,314.0,152.0,24.0,24.0,326.0,164.0,157.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,157.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,144,map,316.0,152.0,24.0,24.0,328.0,164.0,158.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,158.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,145,map,314.0,148.0,24.0,24.0,326.0,160.0,157.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,157.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,146,map,316.0,146.0,24.0,24.0,328.0,158.0,158.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,158.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,147,map,316.0,148.0,24.0,24.0,328.0,160.0,158.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,158.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,148,map,320.0,150.0,24.0,24.0,332.0,162.0,160.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,160.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,149,map,322.0,150.0,24.0,24.0,334.0,162.0,161.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,150,map,320.0,152.0,24.0,24.0,332.0,164.0,160.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,160.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,151,map,322.0,152.0,24.0,24.0,334.0,164.0,161.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,76.0,12.0,12.0,1
