clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,det_x,det_y,det_w,det_h,visible
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,465,vision_assisted_pre594_video_v1,161.26,200.95,42.0,42.0,182.26,221.95,80.63,100.48,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,80.63,100.48,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,466,vision_assisted_pre594_video_v1,161.34,200.88,42.0,42.0,182.34,221.88,80.67,100.44,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,80.67,100.44,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,467,vision_assisted_pre594_video_v1,162.43,200.81,42.0,42.0,183.43,221.81,81.21,100.41,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,81.21,100.41,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,468,vision_assisted_pre594_video_v1,162.51,200.74,42.0,42.0,183.51,221.74,81.26,100.37,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,81.26,100.37,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,469,vision_assisted_pre594_video_v1,163.59,201.67,42.0,42.0,184.59,222.67,81.8,100.84,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,81.8,100.84,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,470,vision_assisted_pre594_video_v1,165.68,202.6,42.0,42.0,186.68,223.6,82.84,101.3,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,82.84,101.3,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,471,vision_assisted_pre594_video_v1,165.76,202.53,42.0,42.0,186.76,223.53,82.88,101.27,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,82.88,101.27,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,472,vision_assisted_pre594_video_v1,166.85,203.46,42.0,42.0,187.85,224.46,83.42,101.73,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,83.42,101.73,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,473,vision_assisted_pre594_video_v1,166.93,203.39,42.0,42.0,187.93,224.39,83.47,101.7,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,83.47,101.7,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,474,vision_assisted_pre594_video_v1,168.01,204.32,42.0,42.0,189.01,225.32,84.01,102.16,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,84.01,102.16,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,475,vision_assisted_pre594_video_v1,169.1,205.25,42.0,42.0,190.1,226.25,84.55,102.63,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,84.55,102.63,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,476,vision_assisted_pre594_video_v1,169.18,205.18,42.0,42.0,190.18,226.18,84.59,102.59,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,84.59,102.59,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,477,vision_assisted_pre594_video_v1,171.27,206.11,42.0,42.0,192.27,227.11,85.63,103.06,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,85.63,103.06,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,478,vision_assisted_pre594_video_v1,171.35,206.04,42.0,42.0,192.35,227.04,85.67,103.02,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,85.67,103.02,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,479,vision_assisted_pre594_video_v1,172.43,206.97,42.0,42.0,193.43,227.97,86.22,103.49,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,86.22,103.49,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,480,vision_assisted_pre594_video_v1,174.52,207.9,42.0,42.0,195.52,228.9,87.26,103.95,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,87.26,103.95,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,481,vision_assisted_pre594_video_v1,174.6,207.83,42.0,42.0,195.6,228.83,87.3,103.92,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,87.3,103.92,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,482,vision_assisted_pre594_video_v1,175.69,208.76,42.0,42.0,196.69,229.76,87.84,104.38,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,87.84,104.38,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,483,vision_assisted_pre594_video_v1,175.77,208.69,42.0,42.0,196.77,229.69,87.88,104.35,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,87.88,104.35,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,484,vision_assisted_pre594_video_v1,147.85,214.62,42.0,42.0,168.85,235.62,73.93,107.31,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.93,107.31,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,485,vision_assisted_pre594_video_v1,147.94,214.55,42.0,42.0,168.94,235.55,73.97,107.28,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.97,107.28,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,486,vision_assisted_pre594_video_v1,148.02,214.48,42.0,42.0,169.02,235.48,74.01,107.24,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.01,107.24,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,487,vision_assisted_pre594_video_v1,148.1,214.41,42.0,42.0,169.1,235.41,74.05,107.21,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.05,107.21,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,488,vision_assisted_pre594_video_v1,148.19,214.34,42.0,42.0,169.19,235.34,74.09,107.17,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.09,107.17,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,489,vision_assisted_pre594_video_v1,148.27,214.27,42.0,42.0,169.27,235.27,74.14,107.14,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.14,107.14,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,490,vision_assisted_pre594_video_v1,148.36,214.2,42.0,42.0,169.36,235.2,74.18,107.1,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.18,107.1,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,491,vision_assisted_pre594_video_v1,148.44,214.13,42.0,42.0,169.44,235.13,74.22,107.07,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.22,107.07,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,492,vision_assisted_pre594_video_v1,148.52,214.06,42.0,42.0,169.52,235.06,74.26,107.03,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.26,107.03,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,493,vision_assisted_pre594_video_v1,148.61,213.99,42.0,42.0,169.61,234.99,74.3,107.0,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.3,107.0,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,494,vision_assisted_pre594_video_v1,148.69,212.92,42.0,42.0,169.69,233.92,74.35,106.46,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.35,106.46,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,495,vision_assisted_pre594_video_v1,148.78,212.85,42.0,42.0,169.78,233.85,74.39,106.43,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.39,106.43,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,496,vision_assisted_pre594_video_v1,148.86,212.78,42.0,42.0,169.86,233.78,74.43,106.39,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.43,106.39,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,497,vision_assisted_pre594_video_v1,148.94,212.71,42.0,42.0,169.94,233.71,74.47,106.36,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.47,106.36,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,498,vision_assisted_pre594_video_v1,149.03,212.64,42.0,42.0,170.03,233.64,74.51,106.32,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.51,106.32,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,499,vision_assisted_pre594_video_v1,149.11,211.57,42.0,42.0,170.11,232.57,74.56,105.79,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.56,105.79,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,500,vision_assisted_pre594_video_v1,149.2,211.5,42.0,42.0,170.2,232.5,74.6,105.75,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.6,105.75,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,501,vision_assisted_pre594_video_v1,149.28,210.43,42.0,42.0,170.28,231.43,74.64,105.22,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.64,105.22,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,502,vision_assisted_pre594_video_v1,149.36,210.36,42.0,42.0,170.36,231.36,74.68,105.18,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.68,105.18,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,503,vision_assisted_pre594_video_v1,149.45,210.29,42.0,42.0,170.45,231.29,74.72,105.15,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.72,105.15,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,504,vision_assisted_pre594_video_v1,148.53,209.22,42.0,42.0,169.53,230.22,74.27,104.61,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.27,104.61,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,505,vision_assisted_pre594_video_v1,148.62,209.15,42.0,42.0,169.62,230.15,74.31,104.58,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.31,104.58,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,506,vision_assisted_pre594_video_v1,148.7,208.08,42.0,42.0,169.7,229.08,74.35,104.04,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.35,104.04,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,507,vision_assisted_pre594_video_v1,148.78,207.01,42.0,42.0,169.78,228.01,74.39,103.51,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.39,103.51,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,508,vision_assisted_pre594_video_v1,148.87,206.94,42.0,42.0,169.87,227.94,74.43,103.47,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.43,103.47,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,509,vision_assisted_pre594_video_v1,148.95,205.87,42.0,42.0,169.95,226.87,74.48,102.94,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.48,102.94,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,510,vision_assisted_pre594_video_v1,149.03,205.8,42.0,42.0,170.03,226.8,74.52,102.9,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.52,102.9,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,511,vision_assisted_pre594_video_v1,148.12,204.73,42.0,42.0,169.12,225.73,74.06,102.37,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.06,102.37,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,512,vision_assisted_pre594_video_v1,148.2,203.66,42.0,42.0,169.2,224.66,74.1,101.83,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.1,101.83,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,513,vision_assisted_pre594_video_v1,148.29,203.59,42.0,42.0,169.29,224.59,74.14,101.8,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.14,101.8,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,514,vision_assisted_pre594_video_v1,148.37,202.52,42.0,42.0,169.37,223.52,74.19,101.26,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.19,101.26,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,515,vision_assisted_pre594_video_v1,148.45,202.45,42.0,42.0,169.45,223.45,74.23,101.23,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,74.23,101.23,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,516,vision_assisted_pre594_video_v1,147.54,201.38,42.0,42.0,168.54,222.38,73.77,100.69,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.77,100.69,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,517,vision_assisted_pre594_video_v1,147.62,199.31,42.0,42.0,168.62,220.31,73.81,99.66,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.81,99.66,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,518,vision_assisted_pre594_video_v1,147.71,199.24,42.0,42.0,168.71,220.24,73.85,99.62,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.85,99.62,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,519,vision_assisted_pre594_video_v1,147.79,198.17,42.0,42.0,168.79,219.17,73.9,99.09,21.0,21.0,low_medium,video_demo_low_conf_pre594_not_strict_training,,,,73.9,99.09,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,520,vision_assisted_pre594_video_v1,147.87,198.1,42.0,42.0,168.87,219.1,73.94,99.05,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.94,99.05,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,521,vision_assisted_pre594_video_v1,146.96,197.03,42.0,42.0,167.96,218.03,73.48,98.52,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.48,98.52,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,522,vision_assisted_pre594_video_v1,147.04,195.97,42.0,42.0,168.04,216.97,73.52,97.98,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.52,97.98,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,523,vision_assisted_pre594_video_v1,147.13,195.9,42.0,42.0,168.13,216.9,73.56,97.95,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.56,97.95,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,524,vision_assisted_pre594_video_v1,146.21,194.83,42.0,42.0,167.21,215.83,73.1,97.41,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.1,97.41,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,525,vision_assisted_pre594_video_v1,146.29,194.76,42.0,42.0,167.29,215.76,73.15,97.38,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.15,97.38,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,526,vision_assisted_pre594_video_v1,146.38,193.69,42.0,42.0,167.38,214.69,73.19,96.84,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.19,96.84,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,527,vision_assisted_pre594_video_v1,146.46,192.62,42.0,42.0,167.46,213.62,73.23,96.31,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.23,96.31,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,528,vision_assisted_pre594_video_v1,146.55,192.55,42.0,42.0,167.55,213.55,73.27,96.27,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,73.27,96.27,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,529,vision_assisted_pre594_video_v1,145.63,190.48,42.0,42.0,166.63,211.48,72.81,95.24,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.81,95.24,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,530,vision_assisted_pre594_video_v1,145.71,190.41,42.0,42.0,166.71,211.41,72.86,95.2,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.86,95.2,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,531,vision_assisted_pre594_video_v1,145.8,189.34,42.0,42.0,166.8,210.34,72.9,94.67,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.9,94.67,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,532,vision_assisted_pre594_video_v1,144.88,188.27,42.0,42.0,165.88,209.27,72.44,94.13,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.44,94.13,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,533,vision_assisted_pre594_video_v1,144.97,188.2,42.0,42.0,165.97,209.2,72.48,94.1,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.48,94.1,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,534,vision_assisted_pre594_video_v1,145.05,187.13,42.0,42.0,166.05,208.13,72.52,93.56,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.52,93.56,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,535,vision_assisted_pre594_video_v1,145.13,187.06,42.0,42.0,166.13,208.06,72.57,93.53,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.57,93.53,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,536,vision_assisted_pre594_video_v1,144.22,185.99,42.0,42.0,165.22,206.99,72.11,92.99,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.11,92.99,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,537,vision_assisted_pre594_video_v1,144.3,184.92,42.0,42.0,165.3,205.92,72.15,92.46,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.15,92.46,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,538,vision_assisted_pre594_video_v1,144.38,184.85,42.0,42.0,165.38,205.85,72.19,92.42,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.19,92.42,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,539,vision_assisted_pre594_video_v1,144.47,183.78,42.0,42.0,165.47,204.78,72.23,91.89,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.23,91.89,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,540,vision_assisted_pre594_video_v1,144.55,183.71,42.0,42.0,165.55,204.71,72.28,91.85,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,72.28,91.85,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,541,vision_assisted_pre594_video_v1,143.64,182.64,42.0,42.0,164.64,203.64,71.82,91.32,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.82,91.32,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,542,vision_assisted_pre594_video_v1,143.72,181.57,42.0,42.0,164.72,202.57,71.86,90.78,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.86,90.78,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,543,vision_assisted_pre594_video_v1,143.8,181.5,42.0,42.0,164.8,202.5,71.9,90.75,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.9,90.75,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,544,vision_assisted_pre594_video_v1,143.89,180.43,42.0,42.0,164.89,201.43,71.94,90.21,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.94,90.21,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,545,vision_assisted_pre594_video_v1,143.97,180.36,42.0,42.0,164.97,201.36,71.99,90.18,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.99,90.18,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,546,vision_assisted_pre594_video_v1,143.06,179.29,42.0,42.0,164.06,200.29,71.53,89.64,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.53,89.64,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,547,vision_assisted_pre594_video_v1,143.14,178.22,42.0,42.0,164.14,199.22,71.57,89.11,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.57,89.11,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,548,vision_assisted_pre594_video_v1,143.22,178.15,42.0,42.0,164.22,199.15,71.61,89.07,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.61,89.07,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,549,vision_assisted_pre594_video_v1,143.31,177.08,42.0,42.0,164.31,198.08,71.65,88.54,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.65,88.54,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,550,vision_assisted_pre594_video_v1,143.39,177.01,42.0,42.0,164.39,198.01,71.7,88.5,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.7,88.5,21.0,21.0,1
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,551,vision_assisted_pre594_video_v1,142.48,175.94,42.0,42.0,163.48,196.94,71.24,87.97,21.0,21.0,medium,video_demo_low_conf_pre594_not_strict_training,,,,71.24,87.97,21.0,21.0,1
