clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,det_x,det_y,det_w,det_h,visible,router_state,close_sky_like,close_texture,close_mean,close_std,close_grad,far_sky_like,far_texture,far_mean,far_std,far_grad,vision_review_status,vision_review_reason,surface_training_weight
1c1258a1-d0f6-433e-9466-dbc1705fa263,35,map,372.0,188.0,24.0,24.0,384.0,200.0,186.0,94.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,94.0,12.0,12.0,1,surface_backed,0.0,40.186,145.99,53.245,24.226,0.0,47.755,108.752,64.87,26.837,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,36,map,370.0,184.0,24.0,24.0,382.0,196.0,185.0,92.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,92.0,12.0,12.0,1,boundary_mixed,0.0,35.153,153.805,45.252,22.809,0.0,47.764,111.345,64.837,26.898,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,37,map,368.0,180.0,24.0,24.0,380.0,192.0,184.0,90.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,90.0,12.0,12.0,1,boundary_mixed,0.0,32.092,157.585,40.376,21.966,0.0,47.565,112.639,64.834,26.458,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,38,map,372.0,182.0,24.0,24.0,384.0,194.0,186.0,91.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,91.0,12.0,12.0,1,boundary_mixed,0.0132,30.039,159.492,36.851,21.714,0.0,47.168,113.187,64.772,25.653,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,39,appearance,374.0,190.0,20.0,12.0,384.0,196.0,187.0,95.0,10.0,6.0,high,target_1c_measured_anchor,,,,187.0,95.0,10.0,6.0,1,sky_target_near_surface,0.228,21.209,168.005,22.802,19.261,0.0,46.351,117.008,64.584,24.067,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,40,map,364.0,178.0,24.0,24.0,376.0,190.0,182.0,89.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,89.0,12.0,12.0,1,boundary_mixed,0.1563,23.585,166.106,27.675,18.586,0.0,47.235,116.768,65.633,24.749,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,41,map,362.0,174.0,24.0,24.0,374.0,186.0,181.0,87.0,12.0,12.0,high,target_1c_measured_anchor,,,,181.0,87.0,12.0,12.0,1,sky_target_near_surface,0.2926,18.943,168.74,22.686,14.368,0.0,47.057,119.918,65.933,23.987,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,42,map,360.0,170.0,24.0,24.0,372.0,182.0,180.0,85.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,85.0,12.0,12.0,1,sky_target_near_surface,0.3166,18.081,168.672,22.575,12.588,0.0,46.802,121.449,65.68,23.729,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,43,map,360.0,168.0,24.0,24.0,372.0,180.0,180.0,84.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,84.0,12.0,12.0,1,sky_target_near_surface,0.3061,18.241,168.343,23.387,11.951,0.0,46.524,123.226,65.636,23.164,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,44,map,358.0,164.0,24.0,24.0,370.0,176.0,179.0,82.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,82.0,12.0,12.0,1,sky_target_near_surface,0.2962,18.432,167.482,23.602,12.114,0.0,46.301,125.078,65.221,23.177,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,45,map,360.0,162.0,24.0,24.0,372.0,174.0,180.0,81.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,81.0,12.0,12.0,1,sky_target_near_surface,0.283,18.62,166.062,24.019,12.02,0.0,46.075,127.239,64.838,23.142,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,46,map,368.0,152.0,24.0,24.0,380.0,164.0,184.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,76.0,12.0,12.0,1,sky_target_near_surface,0.2863,17.673,159.479,22.699,11.531,0.0,43.544,134.181,61.609,21.465,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,47,map,370.0,146.0,24.0,24.0,382.0,158.0,185.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,73.0,12.0,12.0,1,sky_target_near_surface,0.2869,17.252,156.629,22.034,11.407,0.0,42.318,136.986,59.913,20.812,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,48,map,360.0,154.0,24.0,24.0,372.0,166.0,180.0,77.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,77.0,12.0,12.0,1,sky_target_near_surface,0.2517,19.201,162.503,24.627,12.57,0.0,43.501,137.827,62.235,20.604,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,49,map,360.0,152.0,24.0,24.0,372.0,164.0,180.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,76.0,12.0,12.0,1,sky_target_near_surface,0.2524,19.079,161.687,24.462,12.498,0.0,43.107,138.868,61.703,20.379,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,50,map,364.0,150.0,24.0,24.0,376.0,162.0,182.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,75.0,12.0,12.0,1,boundary_mixed,0.2361,19.626,160.771,24.633,13.507,0.0,41.402,144.403,59.757,18.968,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,51,map,364.0,148.0,24.0,24.0,376.0,160.0,182.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,74.0,12.0,12.0,1,boundary_mixed,0.1976,21.397,162.148,25.774,16.047,0.0,40.191,149.795,58.536,17.771,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,52,map,364.0,146.0,24.0,24.0,376.0,158.0,182.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,73.0,12.0,12.0,1,boundary_mixed,0.1978,21.296,161.369,25.684,15.933,0.0,39.794,150.708,57.978,17.569,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,53,map,358.0,150.0,24.0,24.0,370.0,162.0,179.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,75.0,12.0,12.0,1,unknown,0.1778,22.702,165.903,26.605,17.931,0.0,40.165,153.872,59.017,17.124,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,54,map,356.0,150.0,24.0,24.0,368.0,162.0,178.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,178.0,75.0,12.0,12.0,1,unknown,0.1717,23.043,166.784,26.925,18.298,0.0,40.3,154.083,59.293,17.085,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,55,map,360.0,146.0,24.0,24.0,372.0,158.0,180.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,73.0,12.0,12.0,1,unknown,0.1826,22.214,164.03,26.573,16.887,0.0,37.99,158.697,56.513,15.35,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,56,map,358.0,146.0,24.0,24.0,370.0,158.0,179.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,73.0,12.0,12.0,1,unknown,0.173,22.323,162.994,27.395,16.123,0.0,37.203,160.376,55.776,14.503,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,57,map,358.0,148.0,24.0,24.0,370.0,160.0,179.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,74.0,12.0,12.0,1,unknown,0.1676,22.686,163.909,27.587,16.697,0.0,37.545,159.697,56.295,14.629,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,58,map,352.0,146.0,24.0,24.0,364.0,158.0,176.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,176.0,73.0,12.0,12.0,1,unknown,0.1244,23.944,164.366,30.653,15.744,0.0,37.099,161.371,55.86,14.17,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,59,map,350.0,146.0,24.0,24.0,362.0,158.0,175.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,175.0,73.0,12.0,12.0,1,unknown,0.1164,24.313,165.377,31.157,15.947,0.0,37.239,161.624,56.065,14.229,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,60,map,346.0,144.0,24.0,24.0,358.0,156.0,173.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,173.0,72.0,12.0,12.0,1,unknown,0.0828,25.263,164.535,33.144,15.631,0.0,36.932,161.839,55.888,13.764,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,61,map,336.0,142.0,24.0,24.0,348.0,154.0,168.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,168.0,71.0,12.0,12.0,1,unknown,0.0413,27.1,167.081,35.533,16.793,0.0,36.914,162.358,55.95,13.649,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,62,map,336.0,142.0,24.0,24.0,348.0,154.0,168.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,168.0,71.0,12.0,12.0,1,unknown,0.0416,27.095,167.067,35.513,16.806,0.0,36.913,162.357,55.948,13.647,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,63,map,332.0,142.0,24.0,24.0,344.0,154.0,166.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,71.0,12.0,12.0,1,unknown,0.0,29.036,169.078,38.386,17.609,0.0,37.154,162.533,56.267,13.793,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,64,map,332.0,142.0,24.0,24.0,344.0,154.0,166.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,71.0,12.0,12.0,1,unknown,0.0,29.035,169.078,38.386,17.606,0.0,37.15,162.526,56.266,13.786,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,65,map,330.0,144.0,24.0,24.0,342.0,156.0,165.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,165.0,72.0,12.0,12.0,1,unknown,0.0,29.846,168.792,39.395,18.175,0.0,37.181,161.35,56.606,13.44,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,66,map,322.0,146.0,24.0,24.0,334.0,158.0,161.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,73.0,12.0,12.0,1,unknown,0.0,30.146,171.431,39.542,18.662,0.0,37.549,162.257,56.994,13.784,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,67,map,324.0,146.0,24.0,24.0,336.0,158.0,162.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,73.0,12.0,12.0,1,unknown,0.0,30.388,170.451,39.884,18.782,0.0,37.577,161.775,57.166,13.634,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,68,map,324.0,148.0,24.0,24.0,336.0,160.0,162.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,74.0,12.0,12.0,1,unknown,0.0,29.691,169.097,39.732,17.419,0.0,37.855,160.672,57.657,13.653,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,69,map,326.0,148.0,24.0,24.0,338.0,160.0,163.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,163.0,74.0,12.0,12.0,1,unknown,0.0,29.968,168.346,39.838,17.905,0.0,37.886,160.328,57.844,13.492,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,70,map,320.0,146.0,24.0,24.0,332.0,158.0,160.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,160.0,73.0,12.0,12.0,1,unknown,0.0,29.333,169.162,39.792,16.548,0.0,37.891,160.342,57.551,13.862,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,71,map,314.0,148.0,24.0,24.0,326.0,160.0,157.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,157.0,74.0,12.0,12.0,1,unknown,0.0,29.466,173.29,39.398,17.328,0.0,37.997,159.729,56.258,15.677,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,72,map,310.0,148.0,24.0,24.0,322.0,160.0,155.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,155.0,74.0,12.0,12.0,1,unknown,0.0,29.355,174.662,39.053,17.503,0.0,37.833,159.892,55.686,16.011,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,73,map,310.0,146.0,24.0,24.0,322.0,158.0,155.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,155.0,73.0,12.0,12.0,1,unknown,0.0,30.293,175.593,39.484,19.059,0.0,37.665,158.54,55.055,16.41,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,74,map,302.0,162.0,6.0,6.0,305.0,165.0,151.0,81.0,3.0,3.0,high,target_1c_measured_anchor,,,,151.0,81.0,3.0,3.0,1,surface_backed,0.0,66.871,186.508,54.453,82.049,0.0,46.024,185.553,40.392,52.906,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,75,map,308.0,144.0,24.0,24.0,320.0,156.0,154.0,72.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,72.0,12.0,12.0,1,unknown,0.0,31.842,177.817,40.279,21.531,0.0,37.935,156.56,54.833,17.281,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,76,map,308.0,138.0,24.0,24.0,320.0,150.0,154.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,154.0,69.0,12.0,12.0,1,unknown,0.0,32.277,176.336,40.281,22.495,0.0,37.564,154.863,54.305,17.104,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,77,map,306.0,136.0,24.0,24.0,318.0,148.0,153.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,153.0,68.0,12.0,12.0,1,unknown,0.0,32.25,176.013,40.11,22.644,0.0,37.374,155.025,54.098,16.934,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,78,map,302.0,140.0,24.0,24.0,314.0,152.0,151.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,151.0,70.0,12.0,12.0,1,unknown,0.0,32.667,181.693,39.001,24.926,0.0,37.655,151.528,53.536,18.245,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,79,appearance,310.0,140.0,12.0,24.0,316.0,152.0,155.0,70.0,6.0,12.0,high,target_1c_measured_anchor,,,,155.0,70.0,6.0,12.0,1,unknown,0.0,32.656,180.78,39.248,24.6,0.0,37.639,151.753,53.626,18.1,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,80,map,300.0,138.0,24.0,24.0,312.0,150.0,150.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,150.0,69.0,12.0,12.0,1,unknown,0.0019,32.314,181.06,37.811,25.596,0.0,37.484,149.339,53.593,17.796,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,81,map,296.0,140.0,24.0,24.0,308.0,152.0,148.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,148.0,70.0,12.0,12.0,1,unknown,0.0227,31.615,183.717,35.524,26.838,0.0,37.575,146.469,53.674,17.899,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,82,map,284.0,158.0,6.0,6.0,287.0,161.0,142.0,79.0,3.0,3.0,high,target_1c_measured_anchor,,,,142.0,79.0,3.0,3.0,1,surface_backed,0.0,58.338,187.958,40.365,80.305,0.0,49.248,192.279,37.194,63.981,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,83,map,290.0,142.0,24.0,24.0,302.0,154.0,145.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,145.0,71.0,12.0,12.0,1,unknown,0.0516,29.864,185.382,32.439,26.717,0.0,38.626,142.525,54.795,18.863,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,84,map,286.0,142.0,24.0,24.0,298.0,154.0,143.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,143.0,71.0,12.0,12.0,1,unknown,0.0633,29.158,185.588,31.243,26.61,0.0,38.865,141.596,55.13,18.987,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,85,map,286.0,140.0,24.0,24.0,298.0,152.0,143.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,143.0,70.0,12.0,12.0,1,unknown,0.0707,28.721,183.704,30.47,26.582,0.0,38.977,140.943,55.398,18.908,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,86,map,280.0,138.0,24.0,24.0,292.0,150.0,140.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,140.0,69.0,12.0,12.0,1,unknown,0.0892,27.637,183.037,28.62,26.434,0.0,39.625,139.121,56.546,18.943,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,87,map,268.0,158.0,6.0,6.0,271.0,161.0,134.0,79.0,3.0,3.0,high,target_1c_measured_anchor,,,,134.0,79.0,3.0,3.0,1,surface_backed,0.0,56.371,192.001,37.316,79.661,0.0,40.457,184.291,32.898,49.696,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,88,map,272.0,138.0,24.0,24.0,284.0,150.0,136.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,136.0,69.0,12.0,12.0,1,unknown,0.0974,27.127,182.849,27.219,27.015,0.0,40.607,135.621,58.471,18.774,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,89,map,268.0,138.0,24.0,24.0,280.0,150.0,134.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,134.0,69.0,12.0,12.0,1,unknown,0.0897,27.504,182.605,27.112,27.983,0.0,41.011,134.654,59.049,18.964,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,map,268.0,136.0,24.0,24.0,280.0,148.0,134.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,134.0,68.0,12.0,12.0,1,unknown,0.0821,27.906,182.004,27.246,28.712,0.0,41.636,134.02,59.82,19.411,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,91,map,264.0,136.0,24.0,24.0,276.0,148.0,132.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,132.0,68.0,12.0,12.0,1,boundary_mixed,0.069,28.578,181.491,27.261,30.187,0.0,42.798,131.446,61.493,19.95,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,92,map,260.0,136.0,24.0,24.0,272.0,148.0,130.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,130.0,68.0,12.0,12.0,1,boundary_mixed,0.0678,28.652,181.066,27.316,30.286,0.0,43.174,130.271,62.011,20.152,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,93,map,256.0,136.0,24.0,24.0,268.0,148.0,128.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,128.0,68.0,12.0,12.0,1,boundary_mixed,0.0675,28.751,179.686,27.718,30.013,0.0,43.969,127.936,63.04,20.66,not_reviewed,"router-only row, not promoted this pass",
1c1258a1-d0f6-433e-9466-dbc1705fa263,94,map,248.0,154.0,6.0,6.0,251.0,157.0,124.0,77.0,3.0,3.0,high,target_1c_measured_anchor,,,,124.0,77.0,3.0,3.0,1,surface_backed,0.0,45.831,166.512,31.958,62.787,0.0,39.459,172.086,29.489,51.645,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,95,map,252.0,152.0,6.0,6.0,255.0,155.0,126.0,76.0,3.0,3.0,high,target_1c_measured_anchor,,,,126.0,76.0,3.0,3.0,1,surface_backed,0.0,80.352,149.251,54.031,112.522,0.0287,28.428,174.013,22.431,35.758,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,96,vision_dense_recovery,253.0,151.9,6.82,6.82,256.41,155.31,126.5,75.95,3.41,3.41,medium_high,target_1c_interpolated_gap,,,,126.5,75.95,3.41,3.41,1,surface_backed,0.0,73.996,155.455,49.351,104.118,0.0828,26.728,174.913,23.002,31.283,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,97,vision_dense_recovery,254.0,151.82,7.64,7.64,257.82,155.64,127.0,75.91,3.82,3.82,medium_high,target_1c_interpolated_gap,,,,127.0,75.91,3.82,3.82,1,surface_backed,0.0,52.265,167.251,34.099,74.467,0.0898,26.82,175.571,24.104,30.14,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
1c1258a1-d0f6-433e-9466-dbc1705fa263,98,vision_dense_recovery,255.0,151.72,8.46,8.46,259.23,155.95,127.5,75.86,4.23,4.23,medium_high,target_1c_interpolated_gap,,,,127.5,75.86,4.23,4.23,1,surface_backed,0.0,40.055,170.382,27.285,55.662,0.0891,27.212,173.758,25.444,29.373,rejected_for_surface_training,"visually checked representative contact sheets; mostly skyline/near-horizon, not true tree/grass/terrain-backed training",
