clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,det_x,det_y,det_w,det_h,visible,router_state,close_sky_like,close_texture,close_mean,close_std,close_grad,far_sky_like,far_texture,far_mean,far_std,far_grad,vision_review_status,vision_review_reason,surface_training_weight
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,641,vision_verified_next_batch_v1,128.0,176.0,24.0,24.0,140.0,188.0,64.0,88.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,25.687573,64.0,88.0,12.0,12.0,1,surface_backed,0.0,45.169,167.828,47.945,41.776,0.0,49.283,132.686,57.854,38.807,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,642,vision_verified_next_batch_v1,126.0,178.0,24.0,24.0,138.0,190.0,63.0,89.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,30.998585,63.0,89.0,12.0,12.0,1,surface_backed,0.0,46.346,165.493,49.468,42.531,0.0,49.741,132.887,58.769,38.707,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,643,vision_verified_next_batch_v1,126.0,194.0,6.0,6.0,129.0,197.0,63.0,97.0,3.0,3.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,24.864486,63.0,97.0,3.0,3.0,1,surface_backed,0.0,80.486,172.62,45.763,122.925,0.0,47.107,166.869,49.001,44.792,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,644,vision_verified_next_batch_v1,126.0,178.0,24.0,24.0,138.0,190.0,63.0,89.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,27.709144,63.0,89.0,12.0,12.0,1,surface_backed,0.0,46.818,164.981,49.908,43.042,0.0,50.214,133.151,59.445,38.93,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,645,vision_verified_next_batch_v1,128.0,176.0,24.0,24.0,140.0,188.0,64.0,88.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,21.234049,64.0,88.0,12.0,12.0,1,surface_backed,0.0,45.872,166.418,49.027,42.017,0.0,50.074,132.981,59.06,39.09,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,646,vision_verified_next_batch_v1,120.0,180.0,24.0,24.0,132.0,192.0,60.0,90.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,1.0,26.344538,60.0,90.0,12.0,12.0,1,surface_backed,0.0,48.105,162.037,52.042,43.294,0.0,50.508,134.633,60.304,38.536,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,647,vision_verified_next_batch_v1,118.0,182.0,24.0,24.0,130.0,194.0,59.0,91.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,1.0,27.918761,59.0,91.0,12.0,12.0,1,surface_backed,0.0,49.509,159.395,53.644,44.456,0.0,51.036,135.304,61.1,38.735,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,648,vision_verified_next_batch_v1,116.0,182.0,24.0,24.0,128.0,194.0,58.0,91.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,2.0,21.841776,58.0,91.0,12.0,12.0,1,surface_backed,0.0,49.782,158.761,54.063,44.551,0.0,51.056,135.733,61.174,38.69,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,649,vision_verified_next_batch_v1,116.0,182.0,24.0,24.0,128.0,194.0,58.0,91.0,12.0,12.0,medium_high,vision accepted range 622-649; target_e271_late,,1.0,24.971536,58.0,91.0,12.0,12.0,1,surface_backed,0.0,50.207,157.694,54.683,44.736,0.0,51.57,136.135,61.566,39.354,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,650,vision_template_tail_v1,113.0,179.0,30.0,30.0,128.0,194.0,56.5,89.5,15.0,15.0,high,tail_template_verified_score_1.000,,,,56.5,89.5,15.0,15.0,1,surface_backed,0.0,51.514,152.167,57.988,43.6,0.0,49.237,122.403,60.092,35.97,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,651,vision_template_tail_v1,112.0,179.0,30.0,30.0,127.0,194.0,56.0,89.5,15.0,15.0,high,tail_template_verified_score_0.868,,,,56.0,89.5,15.0,15.0,1,surface_backed,0.0,51.728,151.659,58.558,43.379,0.0,49.638,123.096,60.768,36.035,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,652,vision_template_tail_v1,120.0,179.0,30.0,30.0,135.0,194.0,60.0,89.5,15.0,15.0,high,tail_template_verified_score_0.880,,,,60.0,89.5,15.0,15.0,1,surface_backed,0.0,51.865,152.35,57.727,44.701,0.0,50.025,122.191,60.962,36.658,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,653,vision_template_tail_v1,120.0,179.0,30.0,30.0,135.0,194.0,60.0,89.5,15.0,15.0,high,tail_template_verified_score_0.927,,,,60.0,89.5,15.0,15.0,1,surface_backed,0.0,51.851,152.352,57.728,44.669,0.0,50.025,122.19,60.961,36.657,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,654,vision_template_tail_v1,124.0,179.0,30.0,30.0,139.0,194.0,62.0,89.5,15.0,15.0,high,tail_template_verified_score_0.916,,,,62.0,89.5,15.0,15.0,1,surface_backed,0.0,51.771,152.736,57.41,44.878,0.0,50.514,122.17,61.184,37.472,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,655,vision_template_tail_v1,124.0,179.0,30.0,30.0,139.0,194.0,62.0,89.5,15.0,15.0,high,tail_template_verified_score_0.949,,,,62.0,89.5,15.0,15.0,1,surface_backed,0.0,51.772,152.737,57.41,44.881,0.0,50.514,122.169,61.184,37.473,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,656,vision_template_tail_v1,128.0,179.0,30.0,30.0,143.0,194.0,64.0,89.5,15.0,15.0,high,tail_template_verified_score_0.954,,,,64.0,89.5,15.0,15.0,1,surface_backed,0.0,51.712,153.129,57.016,45.229,0.0,50.923,122.134,61.395,38.123,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,657,vision_template_tail_v1,131.0,179.0,30.0,30.0,146.0,194.0,65.5,89.5,15.0,15.0,high,tail_template_verified_score_0.978,,,,65.5,89.5,15.0,15.0,1,surface_backed,0.0,51.713,153.277,56.873,45.406,0.0,51.133,122.036,61.569,38.379,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,658,vision_template_tail_v1,131.0,179.0,30.0,30.0,146.0,194.0,65.5,89.5,15.0,15.0,high,tail_template_verified_score_0.986,,,,65.5,89.5,15.0,15.0,1,surface_backed,0.0,51.711,153.273,56.868,45.407,0.0,51.123,122.036,61.557,38.371,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,659,vision_template_tail_v1,135.0,179.0,30.0,30.0,150.0,194.0,67.5,89.5,15.0,15.0,high,tail_template_verified_score_0.985,,,,67.5,89.5,15.0,15.0,1,surface_backed,0.0,51.682,153.569,56.632,45.633,0.0,51.453,121.768,62.001,38.561,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,660,vision_template_tail_v1,135.0,179.0,30.0,30.0,150.0,194.0,67.5,89.5,15.0,15.0,high,tail_template_verified_score_0.991,,,,67.5,89.5,15.0,15.0,1,surface_backed,0.0,51.686,153.568,56.63,45.644,0.0,51.451,121.772,61.997,38.56,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,661,vision_template_tail_v1,138.0,179.0,30.0,30.0,153.0,194.0,69.0,89.5,15.0,15.0,high,tail_template_verified_score_0.994,,,,69.0,89.5,15.0,15.0,1,surface_backed,0.0,51.698,153.795,56.5,45.83,0.0,51.782,121.403,62.548,38.624,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,662,vision_template_tail_v1,141.0,179.0,30.0,30.0,156.0,194.0,70.5,89.5,15.0,15.0,high,tail_template_verified_score_0.993,,,,70.5,89.5,15.0,15.0,1,surface_backed,0.0,52.003,153.632,56.535,46.465,0.0,51.73,121.31,62.791,38.212,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,663,vision_template_tail_v1,141.0,179.0,30.0,30.0,156.0,194.0,70.5,89.5,15.0,15.0,high,tail_template_verified_score_0.995,,,,70.5,89.5,15.0,15.0,1,surface_backed,0.0,52.003,153.688,56.564,46.429,0.0,51.731,121.309,62.792,38.213,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,664,vision_template_tail_v1,144.0,179.0,30.0,30.0,159.0,194.0,72.0,89.5,15.0,15.0,high,tail_template_verified_score_0.994,,,,72.0,89.5,15.0,15.0,1,surface_backed,0.0,52.326,153.603,56.494,47.232,0.0,52.037,121.191,63.352,38.208,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,665,vision_template_tail_v1,144.0,179.0,30.0,30.0,159.0,194.0,72.0,89.5,15.0,15.0,high,tail_template_verified_score_0.997,,,,72.0,89.5,15.0,15.0,1,surface_backed,0.0,52.327,153.605,56.495,47.232,0.0,52.037,121.189,63.352,38.207,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,666,vision_template_tail_v1,148.0,179.0,30.0,30.0,163.0,194.0,74.0,89.5,15.0,15.0,high,tail_template_verified_score_0.995,,,,74.0,89.5,15.0,15.0,1,surface_backed,0.0,52.31,153.669,56.271,47.469,0.0,52.358,120.84,63.868,38.291,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,667,vision_template_tail_v1,151.0,179.0,30.0,30.0,166.0,194.0,75.5,89.5,15.0,15.0,high,tail_template_verified_score_0.992,,,,75.5,89.5,15.0,15.0,1,surface_backed,0.0,52.335,153.883,56.145,47.679,0.0,52.561,120.862,64.116,38.439,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,668,vision_template_tail_v1,151.0,179.0,30.0,30.0,166.0,194.0,75.5,89.5,15.0,15.0,high,tail_template_verified_score_0.995,,,,75.5,89.5,15.0,15.0,1,surface_backed,0.0,52.331,153.878,56.14,47.675,0.0,52.559,120.861,64.114,38.436,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,669,vision_template_tail_v1,153.0,178.0,30.0,30.0,168.0,193.0,76.5,89.0,15.0,15.0,high,tail_template_verified_score_0.993,,,,76.5,89.0,15.0,15.0,1,surface_backed,0.0,51.856,154.442,55.698,47.161,0.0,52.712,120.795,64.342,38.498,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,670,vision_template_tail_v1,153.0,178.0,30.0,30.0,168.0,193.0,76.5,89.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,76.5,89.0,15.0,15.0,1,surface_backed,0.0,51.858,154.442,55.698,47.165,0.0,52.714,120.799,64.344,38.499,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,671,vision_template_tail_v1,156.0,178.0,30.0,30.0,171.0,193.0,78.0,89.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,78.0,89.0,15.0,15.0,1,surface_backed,0.0,51.67,154.569,55.54,46.94,0.0,53.103,120.565,64.857,38.736,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,672,vision_template_tail_v1,159.0,178.0,30.0,30.0,174.0,193.0,79.5,89.0,15.0,15.0,high,tail_template_verified_score_0.995,,,,79.5,89.0,15.0,15.0,1,surface_backed,0.0,52.427,154.348,55.649,48.49,0.0,53.32,120.406,65.185,38.819,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,673,vision_template_tail_v1,159.0,178.0,30.0,30.0,174.0,193.0,79.5,89.0,15.0,15.0,high,tail_template_verified_score_0.997,,,,79.5,89.0,15.0,15.0,1,surface_backed,0.0,52.427,154.349,55.649,48.49,0.0,53.32,120.41,65.184,38.82,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,674,vision_template_tail_v1,161.0,178.0,30.0,30.0,176.0,193.0,80.5,89.0,15.0,15.0,high,tail_template_verified_score_0.994,,,,80.5,89.0,15.0,15.0,1,surface_backed,0.0,52.596,154.045,55.674,48.835,0.0,53.397,120.402,65.347,38.792,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,675,vision_template_tail_v1,161.0,178.0,30.0,30.0,176.0,193.0,80.5,89.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,80.5,89.0,15.0,15.0,1,surface_backed,0.0,52.596,154.045,55.674,48.835,0.0,53.394,120.406,65.344,38.788,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,676,vision_template_tail_v1,164.0,178.0,30.0,30.0,179.0,193.0,82.0,89.0,15.0,15.0,high,tail_template_verified_score_0.994,,,,82.0,89.0,15.0,15.0,1,surface_backed,0.0,52.899,153.794,55.607,49.589,0.0,53.326,120.457,65.57,38.36,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,677,vision_template_tail_v1,166.0,177.0,30.0,30.0,181.0,192.0,83.0,88.5,15.0,15.0,high,tail_template_verified_score_0.997,,,,83.0,88.5,15.0,15.0,1,surface_backed,0.0,53.11,153.662,55.403,50.306,0.0,53.685,120.57,65.42,39.342,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,678,vision_template_tail_v1,166.0,177.0,30.0,30.0,181.0,192.0,83.0,88.5,15.0,15.0,high,tail_template_verified_score_0.998,,,,83.0,88.5,15.0,15.0,1,surface_backed,0.0,53.11,153.662,55.403,50.306,0.0,53.684,120.565,65.421,39.338,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,679,vision_template_tail_v1,168.0,177.0,30.0,30.0,183.0,192.0,84.0,88.5,15.0,15.0,high,tail_template_verified_score_0.996,,,,84.0,88.5,15.0,15.0,1,surface_backed,0.0,53.5,153.259,55.443,51.126,0.0,53.954,120.682,65.514,39.825,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,680,vision_template_tail_v1,168.0,177.0,30.0,30.0,183.0,192.0,84.0,88.5,15.0,15.0,high,tail_template_verified_score_0.997,,,,84.0,88.5,15.0,15.0,1,surface_backed,0.0,53.503,153.26,55.445,51.128,0.0,53.954,120.682,65.515,39.823,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,681,vision_template_tail_v1,171.0,177.0,30.0,30.0,186.0,192.0,85.5,88.5,15.0,15.0,high,tail_template_verified_score_0.994,,,,85.5,88.5,15.0,15.0,1,surface_backed,0.0,53.825,152.603,55.316,52.002,0.0,54.117,120.841,65.497,40.208,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,682,vision_template_tail_v1,172.0,176.0,30.0,30.0,187.0,191.0,86.0,88.0,15.0,15.0,high,tail_template_verified_score_0.997,,,,86.0,88.0,15.0,15.0,1,surface_backed,0.0,53.762,152.776,55.229,51.969,0.0,54.331,121.021,65.496,40.686,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,683,vision_template_tail_v1,172.0,176.0,30.0,30.0,187.0,191.0,86.0,88.0,15.0,15.0,high,tail_template_verified_score_0.998,,,,86.0,88.0,15.0,15.0,1,surface_backed,0.0,53.763,152.779,55.232,51.968,0.0,54.328,121.023,65.49,40.686,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,684,vision_template_tail_v1,174.0,176.0,30.0,30.0,189.0,191.0,87.0,88.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,87.0,88.0,15.0,15.0,1,surface_backed,0.0,54.027,152.357,55.269,52.508,0.0,54.52,121.068,65.527,41.066,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,685,vision_template_tail_v1,174.0,176.0,30.0,30.0,189.0,191.0,87.0,88.0,15.0,15.0,high,tail_template_verified_score_0.997,,,,87.0,88.0,15.0,15.0,1,surface_backed,0.0,54.027,152.346,55.268,52.51,0.0,54.518,121.069,65.527,41.064,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,686,vision_template_tail_v1,176.0,175.0,30.0,30.0,191.0,190.0,88.0,87.5,15.0,15.0,high,tail_template_verified_score_0.994,,,,88.0,87.5,15.0,15.0,1,surface_backed,0.0,53.693,152.578,54.942,52.167,0.0,54.445,121.187,65.511,40.919,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,687,vision_template_tail_v1,178.0,175.0,30.0,30.0,193.0,190.0,89.0,87.5,15.0,15.0,high,tail_template_verified_score_0.998,,,,89.0,87.5,15.0,15.0,1,surface_backed,0.0,53.882,152.14,54.964,52.56,0.0,54.721,120.889,65.682,41.324,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,688,vision_template_tail_v1,178.0,175.0,30.0,30.0,193.0,190.0,89.0,87.5,15.0,15.0,high,tail_template_verified_score_0.999,,,,89.0,87.5,15.0,15.0,1,surface_backed,0.0,53.882,152.14,54.964,52.558,0.0,54.721,120.889,65.682,41.324,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,689,vision_template_tail_v1,179.0,174.0,30.0,30.0,194.0,189.0,89.5,87.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,89.5,87.0,15.0,15.0,1,surface_backed,0.0,53.771,152.41,54.83,52.477,0.0,54.697,120.991,65.726,41.218,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,690,vision_template_tail_v1,179.0,174.0,30.0,30.0,194.0,189.0,89.5,87.0,15.0,15.0,high,tail_template_verified_score_0.997,,,,89.5,87.0,15.0,15.0,1,surface_backed,0.0,53.777,152.408,54.829,52.491,0.0,54.696,120.988,65.724,41.218,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,691,vision_template_tail_v1,181.0,174.0,30.0,30.0,196.0,189.0,90.5,87.0,15.0,15.0,high,tail_template_verified_score_0.996,,,,90.5,87.0,15.0,15.0,1,surface_backed,0.0,54.052,151.934,54.752,53.197,0.0,55.127,120.852,65.746,42.147,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,692,vision_template_tail_v1,182.0,173.0,30.0,30.0,197.0,188.0,91.0,86.5,15.0,15.0,high,tail_template_verified_score_0.997,,,,91.0,86.5,15.0,15.0,1,surface_backed,0.0,54.128,152.067,54.627,53.518,0.0,55.115,121.242,65.419,42.521,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,693,vision_template_tail_v1,182.0,173.0,30.0,30.0,197.0,188.0,91.0,86.5,15.0,15.0,high,tail_template_verified_score_0.998,,,,91.0,86.5,15.0,15.0,1,surface_backed,0.0,54.128,152.067,54.627,53.518,0.0,55.116,121.243,65.42,42.521,accepted_surface,vision checked contact sheet/crops; terrain/road/grass-backed visible target continuity segment,1.0
