clip,frame,checkpoint_label,rank,bbox,verified_score,raw_score,tube_verifier_score,candidate_source,notes,overview_image,crop_sheet,human_label,human_notes
529a6584-8974-4cf9-b7f7-f66d49cd3845,98,active_mine_high_score,5,"[120, 102, 5, 5]",30.157411,27.524479,2.632933,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,98,active_mine_high_score,6,"[237, 57, 12, 12]",15.375579,11.948844,3.426735,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,98,active_mine_high_score,7,"[90, 157, 12, 12]",9.793503,8.436249,1.357254,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,98,active_mine_high_score,8,"[240, 57, 12, 12]",9.682581,6.519621,3.16296,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00098_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,1,"[107, 98, 12, 12]",50.013704,47.088091,2.925612,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,2,"[100, 101, 12, 12]",39.686758,36.879994,2.806764,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,3,"[97, 101, 12, 12]",33.607003,31.001735,2.605268,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,5,"[198, 76, 12, 12]",25.481253,22.302588,3.178665,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,6,"[197, 79, 12, 12]",20.782354,17.716813,3.065541,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,518,active_mine_high_score,7,"[38, 110, 12, 12]",18.036454,15.621355,2.415099,map,learned_score=0.951; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00518_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,1,"[154, 75, 12, 12]",53.033267,46.680146,6.35312,map,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,2,"[156, 72, 12, 12]",49.409653,43.144185,6.265468,map,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,3,"[148, 78, 5, 5]",26.613273,22.45226,4.161013,map,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,5,"[185, 116, 3, 4]",9.883019,8.333911,1.549108,appearance,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,6,"[178, 114, 5, 5]",8.463549,6.617044,1.846505,map,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,active_mine_high_score,7,"[181, 117, 7, 7]",7.490445,5.701232,1.789213,map,learned_score=0.950; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00059_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,1,"[104, 98, 12, 12]",46.461671,43.65989,2.801781,map,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,2,"[110, 106, 3, 3]",38.633435,35.764996,2.868439,map,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,3,"[97, 102, 12, 12]",36.572178,33.876856,2.695322,map,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,4,"[190, 77, 12, 12]",25.24288,21.586877,3.656004,map,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,5,"[30, 113, 12, 12]",19.15966,16.801001,2.358659,map,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,6,"[194, 81, 5, 17]",16.376388,12.891745,3.484643,motion,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,273,active_mine_high_score,8,"[157, 150, 3, 4]",5.152741,5.585378,-0.432637,appearance,learned_score=0.950; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00273_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,203,active_mine_high_score,1,"[162, 75, 12, 12]",58.754082,52.462704,6.291377,map,learned_score=0.949; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00203_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00203_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,203,active_mine_high_score,3,"[196, 114, 12, 12]",20.874356,17.558166,3.31619,map,learned_score=0.949; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00203_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00203_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,444,active_mine_high_score,1,"[171, 73, 12, 12]",58.795823,52.396326,6.399497,map,learned_score=0.946; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,444,active_mine_high_score,2,"[174, 71, 12, 12]",54.928479,48.62896,6.299518,map,learned_score=0.946; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,444,active_mine_high_score,4,"[234, 116, 4, 4]",12.111207,10.265939,1.845267,appearance,learned_score=0.946; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,444,active_mine_high_score,5,"[226, 114, 12, 12]",10.887815,8.74422,2.143595,map,learned_score=0.946; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00444_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,1,"[126, 99, 12, 12]",42.444252,39.858895,2.585357,map,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,2,"[116, 99, 12, 12]",28.791708,26.265711,2.525998,map,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,3,"[240, 60, 7, 7]",16.100621,13.078191,3.022431,map,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,4,"[244, 56, 7, 7]",14.162519,11.480084,2.682435,map,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,6,"[87, 133, 12, 12]",2.566813,-0.747272,3.314085,map,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,248,active_mine_high_score,8,"[92, 137, 5, 23]",2.14783,-0.755309,2.90314,motion,learned_score=0.945; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00248_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,1,"[131, 98, 12, 12]",57.839107,52.885129,4.953978,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,2,"[128, 102, 7, 7]",52.058713,47.087371,4.971343,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,3,"[138, 103, 5, 5]",50.95692,46.206233,4.750687,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,4,"[129, 93, 12, 12]",46.94889,44.44049,2.5084,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,5,"[255, 66, 3, 3]",17.432884,14.620927,2.811957,appearance,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,6,"[251, 59, 12, 12]",15.887118,12.335253,3.551865,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,7,"[252, 63, 12, 12]",14.124547,10.679155,3.445393,map,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,493,active_mine_high_score,8,"[105, 171, 5, 3]",3.994748,5.129068,-1.13432,appearance,learned_score=0.927; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00493_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,280,active_mine_high_score,1,"[185, 140, 12, 12]",46.745884,43.917451,2.828433,map,learned_score=0.916; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00280_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00280_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,280,active_mine_high_score,2,"[192, 144, 7, 7]",39.112481,36.486026,2.626456,map,learned_score=0.916; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00280_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00280_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,50,active_mine_high_score,1,"[182, 75, 12, 12]",46.383126,42.024043,4.359083,map,learned_score=0.914; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00050_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00050_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,50,active_mine_high_score,2,"[190, 86, 3, 2]",23.8676,21.987556,1.880044,motion,learned_score=0.914; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00050_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00050_crops.jpg,,
